Gender,Ethnicity,Country,h-index,Citation count,Co-authors’ genders (Google Scholar),Co-authors’ ethnicity (Google Scholar),Co-authors’ genders (OpenAI),Co-authors’ ethnicity (OpenAI),Match Count 50%,Match Count 60%,Match Count 70%,Match Count 80%
Male,White,UK,26,6869,"Male, Female, Female, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, White, Hispanic, Black, Asian, Hispanic, White, Asian, Asian, Asian, Asian, White, Black, Hispanic, Asian, White, White, Asian, White, White, Asian, Asian, Asian, Black, White, White, Hispanic, Asian, Asian, Asian, Black, Asian, Black, White, Asian, White, White, Asian, White, White","Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","Asian, Asian, Asian, White, Asian, Hispanic, White, Black, White, White, White, White, White, Black, White, White, Asian, Asian, White, Asian",9,2,1,1
Male,Asian,Norway,32,6200,"Male, Male, Male, Female","White, White, Asian, Black","Female, Female, Female","Asian, Hispanic, White",1,0,0,0
Male,Black,Malaysia,20,1892,"Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Black, Asian, Asian, Black, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male","Black, Asian, Asian",2,1,0,0
Male,White,Hungary,25,1879,"Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, White, White, Asian, White, Asian, Asian, Asian, Black, Hispanic, White, Asian, Asian, Black, Asian, White, Asian, Hispanic, Asian, Hispanic, White, Asian, Asian, Asian, Black, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Female, Male, Female, Female, Female, Female, Male, Male, Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Black, Black, White, Asian, White, Hispanic, White, White, White, White, Asian, Asian, White, Asian, White, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Black, Asian, Asian, Asian, Asian, Asian, Asian, Black, Hispanic, Asian, Asian, Hispanic, Asian",14,5,1,0
Female,White,UK,19,1406,"Male, Male, Male, Male, Male, Male, Female, Male, Male, Female","Asian, Hispanic, Hispanic, Black, Asian, Asian, Asian, White, White, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, White, White",1,1,0,0
Male,White,Belgium,27,2323,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male","Asian, White, Hispanic, White, White, Black, White, Black, Asian, White, White, White, Black, White, Asian, Hispanic, Asian, White, Asian, White, Asian, Hispanic, White, Hispanic, Hispanic, Asian, White, White, Asian, White, White, White, White, Asian, White, White, Asian, White, White, White, White, Black, White, Asian, White, White, Asian, Asian, Asian, White, Asian, White, Black, White, Black, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Black, Black, White, Hispanic, White, Asian, White, White, White, White, White, White, White, White, White",13,3,1,0
Male,White,UK,56,12418,"Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, Hispanic, White, Hispanic, White, Asian, Black, Asian, Asian, White, Hispanic, White, White, Asian, White, Asian, Asian, Hispanic, Black, Black, White, White, White, Asian, Asian, White, White, Asian, Black, White, Asian, Asian, Black, Asian, Asian, Asian, White, Asian, Asian, Asian, White, Asian, White, Black, Asian, Asian, Black, White, White, White, White, White, Asian, Black, White, Black, White, White, White, White, White, White, Asian, Asian, Black, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male","White, Asian, White, White, White, White, White, White, Asian, White, White, White, Black, Asian, Black, Black, White, White, Hispanic, Hispanic, White, White, White, Asian, Asian, White, White, Black, Black, White, White, Hispanic, White, White, White, Asian, Asian, Asian, White, White, Hispanic, White, White, White, Asian, White, Asian, White, White, White, Asian, White, White, Black, Asian, White, White, White, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",41,22,9,5
Female,White,UK,16,1271,Male,Asian,"Male, Male, Male, Male, Male","White, White, White, White, White",0,0,0,0
Female,Hispanic,USA,47,8195,Male,White,"Male, Male, Male, Male","White, White, Hispanic, White",0,0,0,0
Female,White,USA,23,6482,"Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Female, Female, Male","White, White, White, White, White, White, Black, Black, White, Black, White, White, White, Asian, Asian, White, White, White, Black","Male, Male, Female, Male","White, White, White, White",2,1,0,0
Male,White,USA,40,6581,Male,Black,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, Black, White, White, White, White, White, White, White",0,0,0,0
Male,White,USA,84,31608,"Female, Female, Female, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male","White, White, Hispanic, Hispanic, Black, White, White, White, Black, White, White, White, Hispanic, White, White, Black, White, White, Asian, Black, White, White, White, White, White, White, White, White, White, White, White, White, Hispanic, Asian, White, White, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, Hispanic, White, White, White, Hispanic, White, White, White, White, White, White, White, White",14,9,5,3
Female,Asian,UK,74,23310,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, Hispanic, White, Hispanic, Hispanic, Asian, White, Hispanic, Asian, Asian, White, White, Asian, Black, Hispanic, White, Black, Asian, White, Black, White, White, Hispanic, White, White, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male","Black, White, White, Black, Asian, Hispanic, White, White, White, Black, Black, White, White, White, White, Hispanic, White, Hispanic, Hispanic, Asian, White, Hispanic, Asian, White, Asian, Hispanic",10,6,4,3
Male,Asian,USA,14,2413,"Male, Male, Male, Female, Male, Male, Male","White, White, Asian, Asian, White, Hispanic, Asian","Male, Male, Female, Female, Female, Male","Asian, Asian, Asian, Asian, Asian, Asian",2,2,0,0
Male,Asian,UK,36,10808,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male","Asian, White, Hispanic, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, White, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Hispanic, White, Asian, White, Hispanic, Asian, White, Asian, White, Asian, Asian, Asian, White, Asian, Asian, White, White, Asian, White, Asian, Asian, Asian, Asian, Asian, White, Black, Asian, Black, Asian, Asian, White, Asian, White, White, White, Asian, Asian, Asian, White, Hispanic, Black, Asian, Black, White, White, Asian, Asian, White, Black, Asian, Asian, Asian, Black, White, Black, Asian, Hispanic, Asian, Hispanic, Asian, Asian, Black, White, White, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, White, Hispanic, Asian, Asian, Asian, White, Black, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, White, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Female, Female, Male, Male, Male, Male, Male, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Hispanic, White, Hispanic, White, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, White, Black, Black, Asian, Asian, Hispanic, Hispanic, White, Hispanic, Black, White, White, White, Hispanic, White, White, Hispanic, White, Hispanic, White, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, White, White, Hispanic, Hispanic, Hispanic, White, White, White, White, White, Hispanic, Hispanic, White, Asian, Hispanic, Hispanic, White, White, White, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic, White, Asian, Asian, White, White, White, White, Hispanic, White, Hispanic, Hispanic, White, Asian, Hispanic, Hispanic, Hispanic, White, White, Hispanic, Hispanic, Hispanic, White, White, White, Hispanic",46,14,2,0
Female,White,Swiss,6,107,"Male, Female, Male, Male, Male","White, Asian, Hispanic, Black, White","Male, Male, Male, Male","Asian, Asian, Black, Asian",0,0,0,0
Male,White,USA,34,3668,"Female, Female, Female, Female, Female, Female, Male, Female, Female, Female, Male, Male, Female, Female, Male, Male, Male","White, White, White, White, White, White, Black, Asian, Hispanic, Hispanic, Asian, Asian, Asian, Asian, White, White, White","Male, Male, Male, Male","White, White, White, White",0,0,0,0
Male,Black,UK,7,473,"Female, Male, Female, Male, Male","Hispanic, Hispanic, Asian, Asian, White","Male, Male, Male, Female, Male","White, Hispanic, Hispanic, Hispanic, White",2,0,0,0
Male,White,Germany,22,2330,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male","Asian, Asian, Hispanic, White, White, Asian, Asian, White, Asian, Asian, White, White, Black, Black, Asian, Hispanic, White, Asian, Hispanic, Asian, Hispanic, Asian, Asian, Hispanic, Asian, Hispanic, Hispanic, Hispanic, White, White, White, Asian, White, Asian, Asian, Asian, Asian, Black, White, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",8,4,1,0
Female,Asian,UK,16,1265,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian","Male, Male, Female","Asian, Asian, Asian",2,0,0,0
Female,Hispanic,Spain,43,6657,"Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female","Hispanic, Asian, White, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Asian, Hispanic, Black, Asian, Hispanic, Hispanic, White, Asian, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Black, White, White, White, White, White, Black, Asian, Hispanic, Hispanic, Hispanic, White, White, Asian, Black, Hispanic, White, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Black, Asian","Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",10,6,4,2
Male,Asian,USA,19,1011,"Male, Male, Male, Male, Female, Male, Male, Male","Black, White, White, White, Asian, White, White, Asian","Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian",0,0,0,0
Female,Black,Germany,16,1272,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Female, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male","White, Black, White, White, White, White, Black, Asian, Asian, White, White, Black, White, White, White, Asian, Asian, Asian, White, White, White, White, White, White, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",6,1,1,0
Female,Asian,USA,22,1390,"Male, Male, Male, Male, Female, Female, Male, Female, Female, Female, Male, Female, Female, Female, Female, Male, Male","White, White, White, White, White, White, Asian, White, Asian, White, White, Asian, White, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, White, White, White, White, White, White, White, White, White, White, White, White",4,1,0,0
Male,Black,Ireland,16,916,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male","White, White, White, White, White, Asian, Asian, White, Asian, Asian, Hispanic, Black, Asian, White, Asian, Hispanic, Asian, Asian, Black, Asian, Asian, White, White, White, White, Asian, Black, White","Male, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female, Male, Female","White, Asian, Asian, Black, White, Black, Black, White, White, Black, Black, White, White, White, Black, White, Black, Black, Black, White, White, Black, White, White, Black, Black, Black",10,3,2,2
